adsh,cik,company_name,sic,form,fiscal_year,fiscal_period,filing_period,current_period,prior_period,period_gap_days,filed_date,revenue_tag,revenue_unit,revenue_current,revenue_prior,revenue_change,revenue_change_pct,net_income_tag,net_income_unit,net_income_current,net_income_prior,net_income_change,net_income_change_pct,net_margin_current_pct,net_margin_prior_pct,net_margin_change_pp,operating_income_tag,operating_income_unit,operating_income_current,operating_income_prior,operating_income_change,operating_income_change_pct,operating_margin_current_pct,operating_margin_prior_pct,operating_margin_change_pp,profitability_measure_coverage,trend_classification,classification_rule
0001193125-26-072814,0001859795,NOVONIX LTD,3690,20-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-26,RevenueFromContractsWithCustomers,USD,5617119.0,5854424.0,-237305.0,-4.05343036308952,ProfitLoss,USD,-92725187.0,-74822141.0,-17903046.0,-23.92747088057798,-1650.7605945325354,-1278.044449804114,-372.7161447284212,,,,,,,,,,net_income_only,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001770450-26-000009,0001770450,XEROX HOLDINGS CORP,3577,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-17,RevenueFromContractWithCustomerExcludingAssessedTax,USD,7022000000.0,6221000000.0,801000000.0,12.875743449606173,NetIncomeLoss,USD,-1029000000.0,-1321000000.0,292000000.0,22.10446631339894,-14.65394474508687,-21.23452821089857,6.580583465811701,,,,,,,,,,net_income_only,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001193125-26-067292,0000315852,RANGE RESOURCES CORP,1311,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-24,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2988164000.0,2346898000.0,641266000.0,27.323982550583793,NetIncomeLoss,USD,658024000.0,266340000.0,391684000.0,147.0616505218893,22.021013572213572,11.348597169540389,10.672416402673186,,,,,,,,,,net_income_only,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0000795266-26-000017,0000795266,KB HOME,1531,10-K,2025,FY,2025-11-30,2025-11-30,2024-11-30,365,2026-01-23,RevenueFromContractWithCustomerExcludingAssessedTax,USD,6236214000.0,6930086000.0,-693872000.0,-10.012458719848498,NetIncomeLoss,USD,428789000.0,655018000.0,-226229000.0,-34.53782949476198,6.875790343307655,9.451801896830718,-2.5760115535230637,,,,,,,,,,net_income_only,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001193125-26-061042,0001598428,METALLUS INC.,3312,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-20,RevenueFromContractWithCustomerExcludingAssessedTax,USD,1158300000.0,1084000000.0,74300000.0,6.854243542435424,NetIncomeLoss,USD,-1200000.0,1300000.0,-2500000.0,-192.30769230769232,-0.1036001036001036,0.11992619926199262,-0.22352630286209624,,,,,,,,,,net_income_only,mixed_or_flat,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001628280-26-019643,0000806968,WPP PLC,7311,20-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-19,Revenue,GBP,13550000000.0,14741000000.0,-1191000000.0,-8.079506139339259,ProfitLoss,GBP,-172000000.0,629000000.0,-801000000.0,-127.34499205087441,-1.2693726937269372,4.267010379214436,-5.536383072941373,,,,,,,,,,net_income_only,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001193125-26-076548,0001727263,"FRONTDOOR, INC.",7340,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-26,Revenues,USD,2093000000.0,1843000000.0,250000000.0,13.564839934888768,NetIncomeLoss,USD,255000000.0,235000000.0,20000000.0,8.51063829787234,12.183468705207835,12.750949538795442,-0.5674808335876067,,,,,,,,,,net_income_only,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001575872-26-000150,0001004156,ARAUCO & CONSTITUTION PULP INC,2611,20-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-20,Revenue,USD,6084142000.0,6546146000.0,-462004000.0,-7.057648882258355,ProfitLoss,USD,40879000.0,476281000.0,-435402000.0,-91.41704162038796,0.6718942457293074,7.27574667598309,-6.603852430253783,,,,,,,,,,net_income_only,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001193125-26-128771,0000749098,MAGNA INTERNATIONAL INC,3714,40-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-27,RevenueFromContractWithCustomerExcludingAssessedTax,USD,42010000000.0,42836000000.0,-826000000.0,-1.9282846204127368,NetIncomeLoss,USD,829000000.0,1009000000.0,-180000000.0,-17.839444995044598,1.9733396810283266,2.355495377719675,-0.3821556966913487,,,,,,,,,,net_income_only,mixed_or_flat,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001213900-26-031504,0001791703,TITAN MINING CORP,1040,40-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-19,Revenue,USD,74236000.0,64301000.0,9935000.0,15.450770594547519,ProfitLoss,USD,-28000.0,6717000.0,-6745000.0,-100.41685276164955,-0.03771754943693087,10.446182796535046,-10.483900345971977,,,,,,,,,,net_income_only,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001193125-26-072743,0001904856,ENERFLEX LTD.,3560,40-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-26,Revenue,USD,2571000000.0,2414000000.0,157000000.0,6.503728251864126,ProfitLoss,USD,64000000.0,32000000.0,32000000.0,100.0,2.4893037728510308,1.3256006628003314,1.1637031100506994,,,,,,,,,,net_income_only,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001213900-26-037499,0001680139,HEALTHLYNKED CORP,8011,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-31,RevenueFromContractWithCustomerIncludingAssessedTax,USD,2065292.0,3008361.0,-943069.0,-31.348265716780666,NetIncomeLoss,USD,-3280254.0,-6131479.0,2851225.0,46.50142322920783,-158.82761372241794,-203.81460203745493,44.986988315037,,,,,,,,,,net_income_only,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001822479-26-000015,0001822479,SOTERA HEALTH CO,8090,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-24,RevenueFromContractWithCustomerExcludingAssessedTax,USD,1163617000.0,1100441000.0,63176000.0,5.740971119760169,NetIncomeLoss,USD,77949000.0,44398000.0,33551000.0,75.56871931168071,6.698853660611696,4.034564324666202,2.6642893359454947,,,,,,,,,,net_income_only,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0000773840-26-000013,0000773840,HONEYWELL INTERNATIONAL INC,3724,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-17,RevenueFromContractWithCustomerExcludingAssessedTax,USD,37442000000.0,34717000000.0,2725000000.0,7.849180516749719,NetIncomeLoss,USD,4729000000.0,5705000000.0,-976000000.0,-17.107800175284837,12.63020137813151,16.432871503874182,-3.8026701257426714,,,,,,,,,,net_income_only,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001856485-26-000008,0001856485,SYLVAMO CORP,2621,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-20,RevenueFromContractWithCustomerExcludingAssessedTax,USD,3351000000.0,3773000000.0,-422000000.0,-11.184733633713225,NetIncomeLoss,USD,132000000.0,302000000.0,-170000000.0,-56.29139072847682,3.9391226499552374,8.004240657301882,-4.065118007346645,,,,,,,,,,net_income_only,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001628280-26-007707,0001487712,AIR LEASE CORP,7359,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-12,RevenueFromContractWithCustomerExcludingAssessedTax,USD,331230000.0,245702000.0,85528000.0,34.809647459117144,NetIncomeLoss,USD,1088387000.0,427704000.0,660683000.0,154.47201803116172,328.5894997433807,174.07428510960432,154.51521463377642,,,,,,,,,,net_income_only,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001104659-26-017277,0000929869,RELX PLC,7389,20-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-19,RevenueFromContractsWithCustomers,GBP,9590000000.0,9434000000.0,156000000.0,1.6535933856264575,ProfitLoss,GBP,2078000000.0,1944000000.0,134000000.0,6.893004115226337,21.66840458811262,20.6063175747297,1.0620870133829148,,,,,,,,,,net_income_only,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001364479-26-000050,0001364479,HERC HOLDINGS INC,7350,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-17,Revenues,USD,4376000000.0,3568000000.0,808000000.0,22.6457399103139,NetIncomeLoss,USD,1000000.0,211000000.0,-210000000.0,-99.5260663507109,0.022851919561243144,5.913677130044843,-5.8908252104836,,,,,,,,,,net_income_only,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001563411-26-000057,0001563411,CONSTELLIUM SE,3341,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-25,RevenueFromContractWithCustomerExcludingAssessedTax,USD,8449000000.0,7335000000.0,1114000000.0,15.187457396046353,NetIncomeLoss,USD,273000000.0,56000000.0,217000000.0,387.5,3.2311516155758078,0.7634628493524199,2.467688766223388,,,,,,,,,,net_income_only,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0002070979-26-000113,0001846832,DLOCAL LTD,7389,20-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-18,Revenue,USD,1093587000.0,745974000.0,347613000.0,46.598540967915774,ProfitLoss,USD,196902000.0,120469000.0,76433000.0,63.446197777021474,18.00515185348765,16.14922235895621,1.8559294945314413,,,,,,,,,,net_income_only,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0000067215-26-000008,0000067215,DYCOM INDUSTRIES INC,1623,10-K,2026,FY,2026-01-31,2026-01-31,2025-01-31,365,2026-03-09,RevenueFromContractWithCustomerExcludingAssessedTax,USD,5545912000.0,4702014000.0,843898000.0,17.947585864270078,NetIncomeLoss,USD,281189000.0,233413000.0,47776000.0,20.468440061179113,5.070203061281895,4.96410686994977,0.10609619133212511,,,,,,,,,,net_income_only,mixed_or_flat,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0000079879-26-000046,0000079879,PPG INDUSTRIES INC,2851,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-19,RevenueFromContractWithCustomerExcludingAssessedTax,USD,15875000000.0,15845000000.0,30000000.0,0.18933417481855475,NetIncomeLoss,USD,1576000000.0,1116000000.0,460000000.0,41.21863799283154,9.92755905511811,7.043231303250237,2.8843277518678727,,,,,,,,,,net_income_only,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001628280-26-021904,0001172724,GOLD FIELDS LTD,1040,20-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-30,Revenue,USD,8751300000.0,5201600000.0,3549700000.0,68.24246385727469,ProfitLoss,USD,3645400000.0,1290500000.0,2354900000.0,182.47965904688107,41.65552546478809,24.809673946478007,16.845851518310084,,,,,,,,,,net_income_only,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001104659-26-037580,0001867834,BRAGG GAMING GROUP INC.,7377,40-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-31,Revenue,EUR,106074000.0,102001000.0,4073000.0,3.993098106881305,ProfitLoss,EUR,-8115000.0,-5147000.0,-2968000.0,-57.66465902467457,-7.650319588212003,-5.046028960500387,-2.6042906277116153,,,,,,,,,,net_income_only,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001104659-26-028162,0001876183,IHS HOLDING LTD,4812,20-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-16,Revenue,USD,1582000000.0,1527200000.0,54800000.0,3.5882661079099005,ProfitLoss,USD,126800000.0,-1644200000.0,1771000000.0,107.71195718282448,8.015170670037927,-107.66107909900471,115.67624976904263,,,,,,,,,,net_income_only,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001193125-26-077167,0001675149,ALCOA CORP,3334,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-26,RevenueFromContractWithCustomerExcludingAssessedTax,USD,12831000000.0,11895000000.0,936000000.0,7.868852459016393,NetIncomeLoss,USD,1157000000.0,60000000.0,1097000000.0,1828.3333333333333,9.017223910840933,0.5044136191677175,8.512810291673215,,,,,,,,,,net_income_only,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001062993-26-001389,0001377757,GALIANO GOLD INC.,1400,40-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-12,Revenue,USD,447767000.0,231339000.0,216428000.0,93.5544806539321,ProfitLoss,USD,-30801000.0,8541000.0,-39342000.0,-460.6252195293291,-6.878800804882896,3.6919844902934655,-10.570785295176362,,,,,,,,,,net_income_only,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001562762-26-000024,0001770561,CORONADO GLOBAL RESOURCES INC.,1220,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-03,Revenues,USD,1949787000.0,2507713000.0,-557926000.0,-22.24839923866886,ProfitLoss,USD,-432056000.0,-108881000.0,-323175000.0,-296.8148712814908,-22.159138408451795,-4.341844541221423,-17.817293867230372,,,,,,,,,,net_income_only,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001839799-26-000048,0001839799,GAMBLING.COM GROUP LTD,7990,20-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-19,RevenueFromContractsWithCustomers,USD,165447000.0,127182000.0,38265000.0,30.08680473651932,ProfitLoss,USD,-32930000.0,30679000.0,-63609000.0,-207.33726653411128,-19.903654946901426,24.122124199965405,-44.025779146866824,,,,,,,,,,net_income_only,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
